flow_id,src_ip,dst_ip,src_port,dst_port,protocol,bytes,packets,duration_ms,label
F00692,10.0.3.193,192.168.8.25,58393,53,TCP,9034,37,4571,benign
F00693,10.0.2.163,192.168.5.175,59982,53,TCP,4204,85,860,benign
F00694,10.0.1.78,192.168.3.97,42278,53,ICMP,8139,94,605,benign
F00695,10.0.3.209,192.168.7.128,56534,443,TCP,19443,69,1730,benign
F00696,10.0.1.34,192.168.5.173,26613,3389,TCP,420,116,689,benign
F00697,10.0.2.166,192.168.5.126,50536,53,UDP,1130,5,649,benign
F00698,10.0.3.10,192.168.7.234,39275,3389,TCP,1416,41,4287,benign
F00699,10.0.4.169,192.168.5.241,39877,445,UDP,709,59,3063,benign
F00700,10.0.2.148,192.168.2.115,9358,443,UDP,4228,59,1521,benign
F00701,10.0.2.208,192.168.3.253,26729,80,UDP,3685,77,4673,benign
F00702,10.0.4.20,192.168.4.130,54375,53,TCP,9843,59,1454,benign
F00703,10.0.2.203,192.168.8.15,26857,22,TCP,8952,47,4170,benign
F00704,10.0.3.84,192.168.3.61,5571,80,TCP,1438,117,3038,benign
F00705,10.0.2.229,192.168.0.51,43855,53,TCP,5329,42,2916,benign
F00706,10.0.0.197,192.168.6.236,4176,443,TCP,21597,27,864,benign
F00707,10.0.4.51,192.168.4.51,10970,53,TCP,2637,96,4246,benign
F00708,10.0.1.53,192.168.3.42,15891,443,TCP,6671,86,4857,benign
F00709,10.0.2.74,203.0.113.48,51294,23,TCP,1299814,5332,595,anomaly
F00710,10.0.4.185,192.168.8.129,29954,80,TCP,6560,87,2601,benign
F00711,10.0.0.220,192.168.8.134,25408,53,TCP,18529,119,722,benign
F00712,10.0.4.225,192.168.4.195,60514,443,TCP,4955,18,2060,benign
F00713,10.0.0.11,192.168.0.24,14418,22,TCP,14567,9,674,benign
F00714,10.0.4.226,192.168.4.98,21520,443,TCP,644,101,3072,benign
F00715,10.0.4.194,192.168.1.66,15469,443,TCP,6173,45,3170,benign
F00716,10.0.2.135,192.168.7.91,60316,53,TCP,3268,106,2066,benign
F00717,10.0.4.206,192.168.3.189,35972,80,UDP,4662,18,1263,benign
F00718,10.0.2.55,192.168.8.84,5527,445,UDP,7339,39,2972,benign
F00719,10.0.3.168,192.168.0.45,52601,443,TCP,4122,19,127,benign
F00720,10.0.1.140,203.0.113.31,61428,31337,UDP,853539,2929,152,anomaly
F00721,10.0.3.207,192.168.5.85,44858,443,UDP,2512,27,4577,benign
F00722,10.0.2.189,192.168.5.236,6473,80,TCP,5401,37,4433,benign
F00723,10.0.3.53,192.168.1.8,3969,53,UDP,7939,72,3314,benign
F00724,10.0.4.247,192.168.2.55,16026,443,TCP,15875,66,4315,benign
F00725,10.0.4.55,192.168.3.31,9047,22,TCP,9654,72,3092,benign
F00726,10.0.1.251,192.168.9.121,49478,443,TCP,3581,67,3134,benign
F00727,10.0.1.214,192.168.7.62,5871,80,TCP,6274,33,736,benign
F00728,10.0.2.202,192.168.8.242,1644,80,TCP,11406,13,668,benign
F00729,10.0.4.223,192.168.9.94,18950,53,UDP,1940,80,3850,benign
F00730,10.0.1.190,192.168.3.113,57698,80,TCP,7574,28,4444,benign
F00731,10.0.4.173,192.168.9.23,4739,53,TCP,3065,7,574,benign
F00732,10.0.3.34,203.0.113.23,53997,4444,TCP,1543420,6232,426,anomaly
F00733,10.0.3.216,192.168.3.101,43557,80,TCP,2379,98,3777,benign
F00734,10.0.3.243,203.0.113.45,28304,4444,TCP,1578370,1961,700,anomaly
F00735,10.0.1.189,192.168.1.109,44461,80,TCP,408,52,2316,benign
F00736,10.0.4.174,192.168.7.170,5131,53,TCP,1975,46,3189,benign
F00737,10.0.1.102,192.168.3.112,5698,80,TCP,4837,18,3319,benign
F00738,10.0.2.190,192.168.1.169,22065,80,UDP,3888,70,347,benign
F00739,10.0.3.192,192.168.2.227,29246,80,UDP,3434,3,415,benign
F00740,10.0.2.30,192.168.3.1,12506,443,ICMP,3957,3,1578,benign
F00741,10.0.2.78,192.168.3.4,35829,80,TCP,3800,101,3224,benign
F00742,10.0.0.105,192.168.9.149,12761,80,TCP,6213,36,3861,benign
F00743,10.0.0.245,203.0.113.17,2355,4444,TCP,1773175,3008,163,anomaly
F00744,10.0.2.224,192.168.3.95,11716,443,TCP,3265,94,1496,benign
F00745,10.0.1.61,192.168.4.41,26392,80,UDP,6401,29,4770,benign
F00746,10.0.1.131,203.0.113.33,65153,4444,TCP,1864335,7180,585,anomaly
F00747,10.0.0.65,192.168.1.163,43459,53,TCP,2577,75,3682,benign
F00748,10.0.1.24,192.168.4.156,46578,3389,TCP,6253,25,1957,benign
F00749,10.0.1.30,203.0.113.3,59879,6667,UDP,833799,7463,729,anomaly
F00750,10.0.0.180,192.168.1.228,32539,53,ICMP,3705,60,849,benign
F00751,10.0.1.162,192.168.3.148,37315,53,UDP,1715,84,4956,benign
F00752,10.0.0.41,192.168.8.157,16424,443,UDP,9846,39,3863,benign
F00753,10.0.3.100,192.168.2.208,42663,80,UDP,4605,77,3166,benign
F00754,10.0.3.165,203.0.113.9,60656,31337,TCP,2873832,7105,337,anomaly
F00755,10.0.0.180,192.168.6.228,34432,80,TCP,7561,109,1871,benign
F00756,10.0.2.137,192.168.9.246,54336,53,TCP,1893,21,4647,benign
F00757,10.0.4.210,192.168.9.229,61516,80,TCP,8708,11,4371,benign
F00758,10.0.1.206,192.168.8.16,65495,80,TCP,3389,41,415,benign
F00759,10.0.3.136,192.168.0.185,2380,443,TCP,1676,96,3121,benign
F00760,10.0.0.120,192.168.5.229,59484,80,TCP,4558,93,4668,benign
F00761,10.0.3.15,192.168.1.102,63948,443,UDP,2664,103,1221,benign
F00762,10.0.0.25,192.168.7.88,34657,445,ICMP,2746,54,2179,benign
F00763,10.0.2.210,192.168.3.119,47560,53,TCP,2920,93,163,benign
F00764,10.0.2.117,192.168.7.76,49128,80,TCP,4097,114,1384,benign
F00765,10.0.2.144,192.168.8.219,46575,443,TCP,9224,42,3725,benign
F00766,10.0.3.148,192.168.0.39,2587,443,TCP,1191,50,3262,benign
F00767,10.0.2.170,203.0.113.41,15616,4444,TCP,1293595,6989,779,anomaly
F00768,10.0.2.7,192.168.9.146,60277,80,TCP,3435,45,3539,benign
F00769,10.0.3.185,192.168.8.107,19250,443,TCP,26831,44,3003,benign
F00770,10.0.4.61,192.168.6.113,55875,80,TCP,4493,38,2056,benign
F00771,10.0.0.201,192.168.7.37,20482,80,UDP,2399,16,3425,benign
F00772,10.0.2.143,192.168.2.11,49264,80,TCP,21488,60,4753,benign
F00773,10.0.0.80,192.168.8.148,12314,443,TCP,4480,9,3791,benign
F00774,10.0.4.100,192.168.7.253,44045,53,TCP,7034,71,4866,benign
F00775,10.0.1.141,192.168.9.100,20127,443,TCP,4073,110,2733,benign
F00776,10.0.4.110,192.168.7.163,40672,80,TCP,9982,89,4971,benign
F00777,10.0.3.134,192.168.9.105,35670,443,TCP,4803,50,342,benign
F00778,10.0.0.111,192.168.0.34,34703,443,TCP,4464,103,4352,benign
F00779,10.0.0.47,192.168.1.134,5484,445,TCP,9267,91,2859,benign
F00780,10.0.3.122,192.168.0.176,46064,80,TCP,13772,40,3600,benign
F00781,10.0.3.140,192.168.8.149,50654,445,TCP,1254,47,1541,benign
F00782,10.0.3.22,192.168.7.173,25584,3389,TCP,4614,113,3683,benign
F00783,10.0.1.49,192.168.5.105,26695,80,UDP,16694,37,4358,benign
F00784,10.0.1.235,192.168.9.134,37771,53,TCP,962,105,4899,benign
F00785,10.0.0.108,192.168.3.116,14434,443,TCP,12882,99,3718,benign
F00786,10.0.0.252,203.0.113.8,15554,445,TCP,703272,3120,430,anomaly
F00787,10.0.3.77,192.168.0.69,46857,80,TCP,5767,33,3112,benign
F00788,10.0.0.103,192.168.4.191,48619,443,TCP,4225,91,637,benign
F00789,10.0.2.52,192.168.9.252,17122,53,TCP,3054,79,2662,benign
F00790,10.0.2.73,192.168.0.83,10568,80,UDP,4709,29,1856,benign
F00791,10.0.1.114,192.168.6.192,16162,443,UDP,9847,118,923,benign
F00792,10.0.4.176,203.0.113.48,60282,4444,UDP,944509,1882,203,anomaly
F00793,10.0.1.223,203.0.113.24,52495,4444,UDP,2085660,2871,775,anomaly
F00794,10.0.2.199,203.0.113.33,12237,445,TCP,1033577,6789,609,anomaly
F00795,10.0.1.51,192.168.8.236,49461,443,TCP,6568,94,3067,benign
F00796,10.0.4.147,192.168.9.235,9338,80,TCP,3607,66,226,benign
F00797,10.0.1.162,192.168.7.191,13630,53,TCP,3174,26,2631,benign
F00798,10.0.1.100,192.168.8.145,31617,443,UDP,5091,12,4837,benign
F00799,10.0.1.189,192.168.3.185,52042,80,TCP,4858,62,3405,benign
F00800,10.0.2.58,192.168.8.124,15083,80,TCP,13599,70,455,benign
F00801,10.0.0.68,203.0.113.25,3489,445,TCP,2975780,1675,311,anomaly
F00802,10.0.1.252,192.168.2.153,11367,80,TCP,1481,6,999,benign
F00803,10.0.1.133,192.168.7.232,26201,22,TCP,6004,78,1837,benign
F00804,10.0.4.233,192.168.4.84,12311,80,TCP,4354,53,492,benign
F00805,10.0.3.211,192.168.5.160,44563,3389,TCP,960,73,3837,benign
F00806,10.0.1.206,192.168.7.208,51937,80,TCP,5521,110,3456,benign
F00807,10.0.2.178,192.168.0.156,9747,80,UDP,3019,66,850,benign
F00808,10.0.1.92,192.168.2.67,59826,53,TCP,5840,76,532,benign
F00809,10.0.0.53,192.168.1.25,64946,80,TCP,2148,71,4803,benign
F00810,10.0.0.60,192.168.3.44,17494,80,ICMP,3351,50,2926,benign
F00811,10.0.3.222,192.168.5.79,50167,80,TCP,11026,108,446,benign
F00812,10.0.4.60,192.168.7.159,55843,80,UDP,5313,20,984,benign
F00813,10.0.4.194,192.168.1.241,27202,443,TCP,10116,91,2887,benign
F00814,10.0.1.247,192.168.4.144,45465,80,UDP,4760,87,4105,benign
F00815,10.0.4.135,192.168.9.203,30323,443,TCP,10712,82,4974,benign
F00816,10.0.3.3,203.0.113.18,29087,31337,UDP,328943,3039,636,anomaly
F00817,10.0.3.175,192.168.5.5,27454,443,TCP,3058,70,579,benign
F00818,10.0.2.111,192.168.1.45,13065,443,TCP,4539,76,3417,benign
F00819,10.0.3.82,192.168.0.225,18972,53,TCP,1222,51,297,benign
F00820,10.0.3.90,192.168.9.73,49603,80,UDP,6164,108,3549,benign
F00821,10.0.2.119,192.168.5.86,35292,443,UDP,11652,16,2599,benign
F00822,10.0.2.132,192.168.8.93,63180,53,UDP,10166,100,3206,benign
F00823,10.0.1.50,192.168.9.243,14611,443,TCP,4688,102,4210,benign
F00824,10.0.3.170,192.168.9.177,34207,443,TCP,13210,40,3976,benign
F00825,10.0.3.241,192.168.4.139,43208,443,UDP,7977,96,3795,benign
F00826,10.0.3.217,192.168.1.65,18522,443,TCP,4747,119,2793,benign
F00827,10.0.3.30,192.168.6.124,30128,443,TCP,7529,101,3651,benign
F00828,10.0.1.141,192.168.3.183,26308,22,TCP,6806,113,828,benign
F00829,10.0.1.172,192.168.8.75,21749,80,TCP,9829,9,2273,benign
F00830,10.0.1.43,192.168.5.130,41218,3389,TCP,1522,6,3042,benign
F00831,10.0.1.215,192.168.4.11,20539,443,TCP,4718,50,4080,benign
F00832,10.0.0.121,192.168.0.169,5055,80,TCP,3396,31,4236,benign
F00833,10.0.2.201,192.168.4.9,12881,443,TCP,2705,50,3763,benign
F00834,10.0.0.243,192.168.6.171,2622,80,TCP,14011,36,742,benign
F00835,10.0.2.13,192.168.4.166,53877,443,TCP,5989,4,3895,benign
F00836,10.0.1.92,192.168.0.52,23638,80,TCP,12637,38,2056,benign
F00837,10.0.2.161,203.0.113.34,1385,4444,TCP,926930,6533,766,anomaly
F00838,10.0.1.159,192.168.4.106,43410,80,ICMP,8215,22,3834,benign
F00839,10.0.0.63,192.168.3.4,5264,445,TCP,4461,84,3305,benign
F00840,10.0.1.231,192.168.9.219,17878,80,TCP,1726,12,1736,benign
F00841,10.0.1.190,192.168.4.39,16795,443,TCP,5327,33,2320,benign
F00842,10.0.3.68,192.168.2.86,60650,443,TCP,3027,49,1764,benign
F00843,10.0.2.252,192.168.6.17,64892,22,TCP,7767,94,4607,benign
F00844,10.0.3.120,192.168.4.8,4520,80,TCP,5672,70,2594,benign
F00845,10.0.1.48,192.168.0.229,57974,3389,TCP,2989,41,4101,benign
F00846,10.0.2.126,192.168.7.64,4940,443,UDP,15447,106,3433,benign
F00847,10.0.0.152,192.168.3.182,28604,443,TCP,3656,54,1198,benign
F00848,10.0.0.246,192.168.2.120,7070,80,UDP,3100,43,1442,benign
F00849,10.0.0.216,192.168.3.163,27495,80,TCP,29468,26,39,benign
F00850,10.0.4.103,192.168.5.114,22496,443,TCP,12801,59,19,benign
F00851,10.0.0.134,192.168.1.235,60315,445,UDP,4900,51,1508,benign
F00852,10.0.2.198,192.168.3.51,18624,3389,TCP,2429,38,4707,benign
F00853,10.0.1.2,192.168.3.214,22760,80,UDP,6561,57,694,benign
F00854,10.0.1.107,192.168.2.181,6743,80,TCP,30370,51,2307,benign
F00855,10.0.0.216,192.168.6.122,10023,443,TCP,1645,1,654,benign
F00856,10.0.0.43,192.168.6.203,2062,443,TCP,980,16,2348,benign
F00857,10.0.0.253,192.168.1.6,31742,80,TCP,6765,100,83,benign
F00858,10.0.1.12,192.168.2.74,19319,443,TCP,2075,67,4345,benign
F00859,10.0.2.193,192.168.6.191,61012,80,TCP,6373,95,2544,benign
F00860,10.0.3.220,192.168.9.65,46638,53,TCP,7799,60,760,benign
F00861,10.0.4.35,192.168.3.182,49951,80,TCP,5870,67,4067,benign
F00862,10.0.1.189,192.168.6.240,26399,53,TCP,9902,40,2570,benign
F00863,10.0.4.28,192.168.2.94,59822,53,TCP,1202,83,4111,benign
F00864,10.0.1.167,192.168.3.143,6729,443,TCP,809,100,3211,benign
F00865,10.0.3.164,192.168.8.91,54223,22,TCP,5482,102,3364,benign
F00866,10.0.4.144,192.168.8.2,42930,80,TCP,7878,112,2906,benign
F00867,10.0.2.112,192.168.6.63,53691,80,UDP,7643,72,4578,benign
F00868,10.0.1.34,192.168.0.251,46669,53,TCP,3801,101,2171,benign
F00869,10.0.2.240,192.168.9.155,31459,80,TCP,1615,115,2646,benign
F00870,10.0.4.191,192.168.4.103,37842,53,TCP,7676,66,193,benign
F00871,10.0.3.187,192.168.3.5,2753,80,TCP,11169,27,4582,benign
F00872,10.0.4.12,203.0.113.36,62631,4444,UDP,4085641,7886,393,anomaly
F00873,10.0.2.179,192.168.8.9,10473,443,UDP,6039,48,3215,benign
F00874,10.0.2.135,192.168.2.209,65380,3389,TCP,12246,37,3523,benign
F00875,10.0.4.212,203.0.113.19,16304,4444,TCP,927805,7152,374,anomaly
F00876,10.0.0.241,192.168.3.162,13784,80,TCP,5746,97,677,benign
F00877,10.0.3.248,192.168.5.125,38418,443,ICMP,1482,114,1678,benign
F00878,10.0.3.249,192.168.8.210,21090,443,TCP,1406,30,1843,benign
F00879,10.0.4.231,192.168.1.140,7571,80,TCP,2938,66,2652,benign
F00880,10.0.1.67,192.168.7.9,34369,80,TCP,11040,115,2020,benign
F00881,10.0.4.30,192.168.5.155,9110,53,TCP,15067,52,3154,benign
F00882,10.0.0.150,192.168.6.246,9207,443,UDP,2479,44,2207,benign
F00883,10.0.1.193,192.168.0.176,64789,22,TCP,3624,36,2223,benign
F00884,10.0.0.54,192.168.2.131,8372,443,TCP,5562,44,322,benign
F00885,10.0.4.35,192.168.2.71,52457,443,TCP,5213,10,1888,benign
F00886,10.0.4.232,192.168.6.226,4086,80,TCP,1836,4,3607,benign
F00887,10.0.1.62,192.168.9.127,55402,445,UDP,2513,77,4474,benign
F00888,10.0.3.88,192.168.6.189,3514,443,TCP,1350,40,1858,benign
F00889,10.0.0.107,192.168.0.196,61065,53,UDP,13698,100,3171,benign
F00890,10.0.1.230,192.168.6.81,7252,80,UDP,8780,50,4001,benign
F00891,10.0.4.10,192.168.9.55,18435,443,ICMP,14139,83,4397,benign
F00892,10.0.0.100,192.168.2.231,9973,3389,TCP,17877,29,4993,benign
F00893,10.0.2.49,192.168.4.87,5166,80,UDP,3474,66,1636,benign
F00894,10.0.3.36,192.168.6.173,58216,80,TCP,5199,110,2749,benign
F00895,10.0.2.223,192.168.1.5,48702,53,UDP,9998,3,1757,benign
F00896,10.0.0.95,192.168.9.232,11640,80,TCP,2985,105,3795,benign
F00897,10.0.0.96,192.168.5.250,39362,80,TCP,6305,111,3999,benign
F00898,10.0.0.7,192.168.2.133,38965,80,TCP,4411,21,1450,benign
F00899,10.0.2.252,203.0.113.6,8939,31337,TCP,1537283,3878,434,anomaly
F00900,10.0.1.195,192.168.1.126,42725,80,UDP,589,29,2751,benign
F00901,10.0.1.54,192.168.9.100,16119,445,UDP,7820,90,2236,benign
F00902,10.0.0.24,192.168.8.128,45139,22,TCP,6870,73,1825,benign
F00903,10.0.0.86,192.168.0.113,65420,80,ICMP,14336,18,998,benign
F00904,10.0.2.155,192.168.4.106,8568,445,UDP,10718,66,2006,benign
F00905,10.0.0.23,192.168.2.202,46826,80,TCP,4292,90,2686,benign
F00906,10.0.2.104,192.168.2.160,25146,443,TCP,2787,6,3456,benign
F00907,10.0.3.143,192.168.3.238,25793,443,UDP,3677,1,3845,benign
F00908,10.0.1.172,192.168.7.241,32497,443,TCP,2990,92,1820,benign
F00909,10.0.2.165,192.168.0.141,60005,22,TCP,7503,69,4964,benign
F00910,10.0.2.56,192.168.9.243,20492,80,TCP,1728,23,2567,benign
F00911,10.0.0.157,192.168.6.142,21427,22,TCP,2108,17,3398,benign
F00912,10.0.2.100,192.168.2.113,55044,53,UDP,11508,4,4994,benign
F00913,10.0.0.171,192.168.9.174,7443,53,TCP,6340,24,3084,benign
F00914,10.0.4.144,192.168.1.236,64676,80,UDP,6547,75,1565,benign
F00915,10.0.2.66,192.168.1.158,45456,443,TCP,10792,25,4088,benign
F00916,10.0.3.67,203.0.113.19,26070,31337,UDP,675691,2033,629,anomaly
F00917,10.0.1.79,203.0.113.26,2552,6667,UDP,846941,2585,291,anomaly
F00918,10.0.0.137,192.168.9.14,40608,53,TCP,4325,51,4198,benign
F00919,10.0.4.251,192.168.1.128,64879,443,TCP,28540,94,2322,benign
F00920,10.0.3.196,192.168.3.224,4978,443,TCP,1698,86,4054,benign
F00921,10.0.0.196,192.168.4.55,34953,80,TCP,6165,79,1419,benign
F00922,10.0.0.238,192.168.1.157,30287,443,UDP,3891,106,2622,benign
F00923,10.0.3.220,192.168.2.152,52349,22,TCP,10817,3,2624,benign
F00924,10.0.4.143,192.168.6.17,44473,80,UDP,2825,73,1963,benign
F00925,10.0.3.222,192.168.2.245,27587,445,TCP,15408,45,1847,benign
F00926,10.0.4.44,192.168.8.227,20950,443,UDP,1485,117,3027,benign
F00927,10.0.0.190,192.168.1.193,51520,443,TCP,3124,105,4722,benign
F00928,10.0.0.35,192.168.7.214,3360,443,UDP,7050,107,4577,benign
F00929,10.0.1.74,192.168.5.9,56402,80,TCP,1200,77,2394,benign
F00930,10.0.0.166,192.168.1.169,49005,22,TCP,2111,62,3104,benign
F00931,10.0.1.67,192.168.0.236,2331,53,UDP,11812,33,2380,benign
F00932,10.0.0.185,192.168.2.177,49122,443,TCP,29539,51,3023,benign
F00933,10.0.1.200,192.168.7.200,19590,443,UDP,1324,77,3112,benign
F00934,10.0.0.250,192.168.7.60,58599,53,UDP,2147,20,2140,benign
F00935,10.0.0.133,192.168.0.235,28872,53,TCP,2066,105,3586,benign
F00936,10.0.3.170,192.168.6.151,40968,80,TCP,6553,111,4981,benign
F00937,10.0.3.84,192.168.3.148,40394,443,ICMP,3334,86,2220,benign
F00938,10.0.1.191,192.168.4.217,42945,443,TCP,10136,112,881,benign
F00939,10.0.2.102,192.168.7.185,15250,53,UDP,2208,67,2277,benign
F00940,10.0.3.63,192.168.7.182,43018,3389,TCP,6503,36,4379,benign
F00941,10.0.3.203,203.0.113.32,2818,4444,UDP,1053698,2460,239,anomaly
F00942,10.0.3.61,192.168.0.13,8295,443,TCP,4706,89,1162,benign
F00943,10.0.1.167,192.168.5.209,2544,443,TCP,4065,79,4545,benign
F00944,10.0.2.243,192.168.3.52,9465,443,TCP,6415,9,3467,benign
F00945,10.0.0.20,203.0.113.22,52245,23,UDP,1080438,6025,284,anomaly
F00946,10.0.3.48,192.168.8.111,13144,80,TCP,6669,11,1929,benign
F00947,10.0.4.13,192.168.5.126,41823,443,TCP,4961,117,1360,benign
F00948,10.0.4.208,192.168.2.236,44836,80,TCP,6339,99,3357,benign
F00949,10.0.0.110,192.168.7.67,47349,53,UDP,4401,118,2718,benign
F00950,10.0.2.133,192.168.2.127,4689,445,UDP,1034,87,3368,benign
F00951,10.0.2.47,192.168.2.121,54544,3389,UDP,3900,99,3885,benign
F00952,10.0.2.88,192.168.8.196,29730,443,TCP,9944,59,4078,benign
F00953,10.0.3.116,192.168.5.39,55638,443,TCP,1126,41,1255,benign
F00954,10.0.0.190,192.168.3.20,11970,443,TCP,9420,6,1677,benign
F00955,10.0.4.67,192.168.6.127,17066,80,TCP,4596,72,3542,benign
F00956,10.0.1.21,192.168.0.10,6564,443,TCP,1307,49,1057,benign
F00957,10.0.0.80,192.168.9.60,25520,443,TCP,2132,110,3085,benign
F00958,10.0.2.210,192.168.6.252,13697,80,TCP,4867,25,4317,benign
F00959,10.0.1.125,192.168.3.64,34424,80,TCP,5635,78,891,benign
F00960,10.0.2.247,192.168.5.220,46941,443,TCP,4710,39,235,benign
F00961,10.0.1.196,192.168.5.211,12274,22,TCP,9388,42,2240,benign
F00962,10.0.0.36,192.168.2.100,41298,443,UDP,4846,47,3119,benign
F00963,10.0.0.202,192.168.4.44,47701,443,TCP,6091,109,2075,benign
F00964,10.0.4.25,192.168.0.115,4693,443,TCP,12060,105,3090,benign
F00965,10.0.4.214,192.168.9.125,63728,443,TCP,4011,23,1028,benign
F00966,10.0.0.98,192.168.4.156,43657,80,TCP,4241,57,3587,benign
F00967,10.0.2.42,192.168.7.109,46006,80,TCP,2456,7,4560,benign
F00968,10.0.3.242,192.168.9.156,31720,445,TCP,12107,84,2388,benign
F00969,10.0.3.118,192.168.9.248,34750,80,TCP,2278,3,3781,benign
F00970,10.0.4.79,203.0.113.3,2808,6667,TCP,1773875,5820,404,anomaly
F00971,10.0.3.164,192.168.6.171,38418,53,TCP,24234,54,2152,benign
F00972,10.0.4.236,192.168.5.44,40869,53,ICMP,12057,40,353,benign
F00973,10.0.0.250,192.168.1.37,62914,443,TCP,48338,99,3961,benign
F00974,10.0.4.2,192.168.2.123,63464,80,UDP,8856,81,364,benign
F00975,10.0.3.212,192.168.1.180,28007,80,TCP,4991,12,1814,benign
F00976,10.0.1.14,192.168.7.205,30552,443,TCP,4227,107,2876,benign
F00977,10.0.4.220,192.168.0.252,50113,443,TCP,12131,10,382,benign
F00978,10.0.3.66,192.168.4.87,35611,80,TCP,2872,111,2724,benign
F00979,10.0.2.156,192.168.5.172,51981,80,UDP,2203,36,2471,benign
F00980,10.0.4.143,192.168.5.163,39169,443,TCP,2553,21,4428,benign
F00981,10.0.4.230,192.168.3.150,5182,80,TCP,7884,22,1206,benign
F00982,10.0.0.196,192.168.5.114,50118,80,TCP,4038,40,3233,benign
F00983,10.0.1.72,192.168.0.14,3148,443,ICMP,6638,52,1055,benign
F00984,10.0.4.101,192.168.3.128,27433,80,TCP,7744,104,4625,benign
F00985,10.0.2.13,192.168.4.48,50362,80,TCP,1548,110,3166,benign
F00986,10.0.2.175,192.168.3.15,23112,80,UDP,4307,118,3535,benign
F00987,10.0.1.55,192.168.2.52,54884,443,UDP,2775,67,1389,benign
F00988,10.0.1.249,192.168.6.105,37888,80,UDP,11489,103,2073,benign
F00989,10.0.4.55,192.168.7.191,47347,443,TCP,1575,108,3712,benign
F00990,10.0.3.190,192.168.5.76,43135,443,TCP,3345,23,724,benign
F00991,10.0.1.227,192.168.9.124,35481,80,TCP,4527,113,3752,benign
F00992,10.0.2.25,192.168.7.235,52705,3389,UDP,6311,66,2390,benign
F00993,10.0.4.232,192.168.1.9,14355,443,TCP,2455,31,3342,benign
F00994,10.0.4.8,192.168.9.112,30701,53,TCP,8166,25,540,benign
F00995,10.0.0.234,192.168.6.113,8014,80,TCP,2917,14,3798,benign
F00996,10.0.2.100,192.168.7.218,23808,22,TCP,6753,90,3147,benign
F00997,10.0.4.85,192.168.3.213,9055,80,UDP,22130,20,3310,benign
F00998,10.0.3.217,192.168.4.222,56141,53,TCP,13694,105,3117,benign
F00999,10.0.3.33,192.168.0.215,3287,80,TCP,7871,87,2632,benign
